ID,dateTimeMeasured,SampleName,pCO2Ref,pCO2Ref_error,pCO2Sam,pCO2Sam_error,PCellRef,PCellRef_error,PCellSam,PCellSam_error,TCell,TCell_error,d17O,d17OError,d18O,d18OError,Dp17O,Dp17OError,mrMismatch,measurementPeriod
17186,2024-02-22 03:24:01,lightVsRef,417.1,0.4,416.5,0.5,42.035,0.001,42.035,0.001,24.529,0.004,-0.586,0.009,-0.743,0.011,-194.1,8.4,0.6,2024-02-12 to 2024-02-23
17004,2024-02-12 17:59:56,heavyVsRef,417.1,0.3,416.9,0.5,42.233,0.001,42.233,0.001,24.503,0.003,39.593,0.006,76.656,0.013,-169.3,6.6,0.2,2024-02-12 to 2024-02-23
17006,2024-02-12 23:37:07,heavyVsRef,416.9,0.3,416.4,0.4,42.221,0.001,42.221,0.001,24.499,0.003,39.637,0.008,76.736,0.008,-165.6,5.9,0.5,2024-02-12 to 2024-02-23
17008,2024-02-13 05:17:50,heavyVsRef,416.3,0.3,416.2,0.4,42.22,0.002,42.221,0.001,24.5,0.003,39.626,0.004,76.724,0.011,-170.5,5.0,0.1,2024-02-12 to 2024-02-23
17010,2024-02-13 11:01:01,heavyVsRef,416.8,0.6,416.1,0.4,42.267,0.002,42.267,0.002,24.503,0.005,39.616,0.013,76.705,0.019,-170.7,11.4,0.7,2024-02-12 to 2024-02-23
17134,2024-02-14 19:23:22,heavyVsRef,417.0,0.4,415.6,0.4,42.069,0.001,42.07,0.002,24.513,0.005,39.624,0.007,76.717,0.006,-168.5,6.3,1.4,2024-02-12 to 2024-02-23
17140,2024-02-15 12:50:09,heavyVsRef,416.8,0.4,415.6,0.5,42.047,0.002,42.048,0.001,24.511,0.003,39.625,0.006,76.72,0.01,-169.5,4.4,1.2,2024-02-12 to 2024-02-23
17150,2024-02-16 18:03:58,heavyVsRef,416.7,0.4,415.7,0.5,42.068,0.002,42.069,0.001,24.509,0.003,39.62,0.006,76.713,0.006,-171.3,5.0,1.0,2024-02-12 to 2024-02-23
17160,2024-02-17 22:58:26,heavyVsRef,416.3,0.3,415.0,0.4,42.077,0.002,42.078,0.001,24.52,0.005,39.632,0.006,76.75,0.01,-177.0,3.9,1.3,2024-02-12 to 2024-02-23
17162,2024-02-18 04:45:30,heavyVsRef,416.4,0.4,415.3,0.4,42.079,0.001,42.079,0.002,24.52,0.007,39.641,0.008,76.766,0.009,-176.4,5.7,1.1,2024-02-12 to 2024-02-23
17164,2024-02-18 10:33:59,heavyVsRef,416.4,0.3,415.3,0.4,42.039,0.001,42.039,0.001,24.519,0.005,39.633,0.011,76.711,0.01,-157.7,7.7,1.1,2024-02-12 to 2024-02-23
17166,2024-02-18 16:18:41,heavyVsRef,416.0,0.3,414.8,0.5,42.106,0.001,42.105,0.001,24.514,0.004,39.638,0.008,76.742,0.018,-167.5,7.6,1.2,2024-02-12 to 2024-02-23
17167,2024-02-19 11:03:21,heavyVsRef,415.7,0.5,414.9,0.5,42.068,0.001,42.069,0.001,24.512,0.008,39.635,0.014,76.767,0.023,-182.5,9.5,0.8,2024-02-12 to 2024-02-23
17171,2024-02-19 22:32:45,heavyVsRef,416.3,0.4,415.2,0.4,42.109,0.001,42.109,0.001,24.524,0.004,39.621,0.008,76.708,0.01,-167.5,7.8,1.1,2024-02-12 to 2024-02-23
17175,2024-02-20 10:04:08,heavyVsRef,416.5,0.4,415.5,0.5,42.099,0.001,42.1,0.001,24.522,0.004,39.613,0.011,76.717,0.015,-179.1,7.1,1.0,2024-02-12 to 2024-02-23
17183,2024-02-21 18:49:26,heavyVsRef,417.2,0.4,416.1,0.5,42.086,0.001,42.087,0.001,24.523,0.006,39.623,0.01,76.724,0.016,-173.0,11.9,1.1,2024-02-12 to 2024-02-23
17185,2024-02-22 00:33:24,heavyVsRef,416.7,0.3,415.6,0.5,42.058,0.001,42.059,0.001,24.524,0.006,39.631,0.008,76.734,0.015,-170.5,10.3,1.1,2024-02-12 to 2024-02-23
17187,2024-02-22 06:13:39,heavyVsRef,417.1,0.4,416.2,0.4,42.024,0.002,42.023,0.002,24.525,0.007,39.621,0.011,76.725,0.007,-176.0,10.6,0.9,2024-02-12 to 2024-02-23
17126,2024-02-13 19:57:06,DH11,417.3,0.3,416.4,0.4,42.048,0.002,42.049,0.001,24.513,0.006,12.792,0.006,24.644,0.006,-143.2,6.8,0.9,2024-02-12 to 2024-02-23
17127,2024-02-13 22:46:56,DH11,417.1,0.3,416.1,0.4,42.06,0.002,42.061,0.001,24.519,0.004,12.71,0.006,24.473,0.005,-135.8,5.8,1.0,2024-02-12 to 2024-02-23
17147,2024-02-16 08:59:29,DH11,416.7,0.3,416.2,0.4,42.061,0.002,42.061,0.002,24.511,0.005,12.763,0.008,24.579,0.008,-138.1,9.9,0.5,2024-02-12 to 2024-02-23
17148,2024-02-16 11:43:24,DH11,416.5,0.3,415.7,0.4,42.136,0.001,42.136,0.001,24.514,0.005,12.791,0.01,24.61,0.012,-126.9,6.3,0.8,2024-02-12 to 2024-02-23
17153,2024-02-17 02:47:41,Z_SD,415.7,0.4,415.2,0.4,42.122,0.001,42.121,0.001,24.512,0.005,19.929,0.007,38.338,0.007,-131.1,9.0,0.5,2024-02-12 to 2024-02-23
17154,2024-02-17 05:37:10,Z_SD,416.1,0.4,415.4,0.5,42.046,0.001,42.045,0.001,24.513,0.006,19.868,0.008,38.227,0.009,-134.4,5.7,0.7,2024-02-12 to 2024-02-23
17145,2024-02-16 03:13:47,Z_MC,416.6,0.3,416.0,0.4,42.04,0.002,42.04,0.001,24.514,0.005,20.73,0.009,39.911,0.008,-145.5,5.1,0.6,2024-02-12 to 2024-02-23
17146,2024-02-16 06:03:46,Z_MC,416.6,0.3,415.8,0.4,42.12,0.001,42.12,0.001,24.513,0.006,20.721,0.009,39.91,0.01,-153.5,4.2,0.8,2024-02-12 to 2024-02-23
17178,2024-02-20 19:08:45,Q,416.1,0.4,415.4,0.4,42.068,0.001,42.069,0.001,24.522,0.007,18.79,0.008,36.173,0.007,-146.9,9.0,0.7,2024-02-12 to 2024-02-23
17179,2024-02-20 21:59:15,Q,416.0,0.3,415.1,0.4,42.089,0.001,42.09,0.001,24.528,0.005,18.82,0.013,36.244,0.008,-153.4,14.4,0.9,2024-02-12 to 2024-02-23
17128,2024-02-14 01:39:36,ML4,417.1,0.3,416.0,0.5,42.081,0.001,42.081,0.001,24.518,0.007,14.095,0.012,27.198,0.004,-172.4,10.0,1.1,2024-02-12 to 2024-02-23
17129,2024-02-14 04:29:42,ML4,416.9,0.4,416.1,0.4,42.065,0.002,42.067,0.001,24.522,0.004,14.058,0.011,27.113,0.008,-165.4,8.8,0.8,2024-02-12 to 2024-02-23
17143,2024-02-15 21:33:31,KC-2,416.5,0.3,416.0,0.5,42.061,0.001,42.063,0.001,24.51,0.004,17.997,0.009,34.647,0.009,-147.3,7.6,0.5,2024-02-12 to 2024-02-23
17144,2024-02-16 00:21:03,KC-2,416.5,0.3,415.7,0.4,42.089,0.001,42.09,0.001,24.512,0.004,18.017,0.012,34.698,0.009,-153.2,8.5,0.8,2024-02-12 to 2024-02-23
17141,2024-02-15 15:55:16,KC-1,416.5,0.3,415.9,0.4,42.054,0.002,42.055,0.002,24.509,0.003,17.113,0.007,32.949,0.008,-148.9,6.4,0.6,2024-02-12 to 2024-02-23
17142,2024-02-15 18:41:45,KC-1,416.5,0.3,416.1,0.7,42.067,0.001,42.068,0.002,24.506,0.004,17.145,0.01,33.004,0.01,-144.8,6.3,0.4,2024-02-12 to 2024-02-23
17176,2024-02-20 13:23:58,KC-1,416.2,0.5,415.7,0.4,42.083,0.001,42.084,0.001,24.522,0.003,17.121,0.011,32.918,0.022,-124.3,9.4,0.5,2024-02-12 to 2024-02-23
17177,2024-02-20 16:13:22,KC-1,416.1,0.3,415.3,0.4,42.05,0.001,42.051,0.001,24.518,0.004,17.121,0.013,32.934,0.03,-132.4,5.8,0.8,2024-02-12 to 2024-02-23
17130,2024-02-14 07:25:00,CC,416.9,0.4,416.0,0.4,42.079,0.001,42.08,0.001,24.52,0.005,14.668,0.01,28.294,0.008,-169.8,9.0,0.9,2024-02-12 to 2024-02-23
17131,2024-02-14 10:14:23,CC,417.0,0.4,416.0,0.4,42.079,0.001,42.081,0.001,24.518,0.003,14.598,0.012,28.135,0.006,-158.0,10.0,1.0,2024-02-12 to 2024-02-23
17151,2024-02-16 20:57:22,ASA,416.4,0.3,415.7,0.4,42.105,0.001,42.106,0.001,24.512,0.005,18.212,0.008,35.063,0.015,-148.2,5.9,0.7,2024-02-12 to 2024-02-23
17152,2024-02-16 23:50:24,ASA,415.7,0.4,414.9,0.4,42.147,0.001,42.147,0.001,24.513,0.005,18.126,0.006,34.891,0.012,-144.7,9.8,0.8,2024-02-12 to 2024-02-23
17137,2024-02-15 03:57:13,AQ24,417.1,0.3,415.8,0.4,42.088,0.001,42.088,0.001,24.518,0.005,21.071,0.011,40.558,0.007,-139.1,11.2,1.3,2024-02-12 to 2024-02-23
17180,2024-02-21 00:50:25,AQ24,415.9,0.3,415.2,0.5,42.073,0.002,42.074,0.001,24.524,0.005,21.14,0.006,40.705,0.012,-146.5,7.7,0.7,2024-02-12 to 2024-02-23
17181,2024-02-21 03:40:09,AQ24,416.4,0.3,415.6,0.4,42.098,0.001,42.099,0.001,24.529,0.005,21.158,0.006,40.748,0.016,-150.6,8.0,0.8,2024-02-12 to 2024-02-23
17138,2024-02-15 06:52:17,AB,417.1,0.3,416.2,0.5,42.061,0.001,42.063,0.002,24.512,0.004,18.011,0.011,34.653,0.006,-135.8,11.4,0.9,2024-02-12 to 2024-02-23
17139,2024-02-15 09:43:22,AB,417.0,0.3,415.7,0.6,42.072,0.001,42.073,0.001,24.511,0.004,18.026,0.009,34.707,0.005,-149.1,7.8,1.3,2024-02-12 to 2024-02-23
17155,2024-02-17 08:30:17,A23,416.2,0.4,415.8,0.5,42.108,0.001,42.108,0.001,24.513,0.005,13.622,0.013,26.269,0.012,-160.7,8.7,0.4,2024-02-12 to 2024-02-23
17156,2024-02-17 11:21:04,A23,416.5,0.3,415.7,0.5,42.099,0.002,42.099,0.001,24.515,0.004,13.643,0.011,26.297,0.016,-153.9,11.9,0.8,2024-02-12 to 2024-02-23
